city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
拉帕尔马,拉帕尔马,33.8504,-118.0407,美国,US,USA,加利福尼亚,,15650,1840020586
查拉比迪亚,查拉比迪亚,22.3271,88.7879,印度,IN,IND,西孟加拉,,13035,1356210457
沃灵福德,沃灵福德,51.5990,-1.1250,英国,GB,GBR,牛津郡,,11600,1826443803
乌泰他尼,乌泰他尼,15.3800,100.0250,泰国,TH,THA,乌泰他尼,admin,15434,1764844835
西福德,西福德,40.6678,-73.4922,美国,US,USA,纽约,,15636,1840005275
城堡布罗姆维奇,城堡布罗姆维奇,52.5050,-1.7856,英国,GB,GBR,伯明翰,,11217,1826340302
瓦伊尔苏马尔恩,瓦伊尔苏马尔恩,48.8742,2.6381,法国,FR,FRA,法兰西岛,,13383,1250300713
埃迪内茨,埃迪内茨,48.1667,27.3167,Moldova（摩尔多瓦）,MD,MDA,埃迪内茨,admin,15520,1498114952
比拉尔,比拉尔,43.3025,-0.3972,法国,FR,FRA,新阿基坦,,12793,1250635282
努埃沃伊达尔,努埃沃伊达尔,24.8875,-105.0728,墨西哥,MX,MEX,杜兰戈,minor,12850,1484407989
萨尔马斯特普尔,萨尔马斯特普尔,25.9490,85.5751,印度,IN,IND,比哈尔,,12043,1356590671
埃维,埃维,6.4167,2.2500,贝宁,BJ,BEN,大西洋,,13450,1204788471
大德里菲尔德,大德里菲尔德,54.0050,-0.4380,英国,GB,GBR,东约克郡,,13080,1826244451
切里兰,切里兰,37.6792,-122.1038,美国,US,USA,加利福尼亚,,15552,1840028361
奇尔韦尔,奇尔韦尔,52.9160,-1.2350,英国,GB,GBR,诺丁汉郡,,12864,1826053843
马隆古尔,马隆古尔,8.1721,77.5037,印度,IN,IND,泰米尔纳德邦,,13335,1356204785
Saucillo,Saucillo,28.0333,-105.2833,墨西哥,MX,MEX,奇瓦瓦,minor,11004,1484590798
埃尔卡门 (El Carmen),埃尔卡门 (El Carmen),13.7167,-88.9000,萨尔瓦多,SV,SLV,库斯卡兰,,13345,1222575606
塞伊达 (Se?ada),塞伊达 (Se?ada),35.6700,10.9000,突尼斯,TN,TUN,蒙纳斯提尔,,12708,1788658832
塔里 (Tari),塔里 (Tari),-5.8489,142.9506,巴布亚新几内亚,PG,PNG,赫拉,admin,15413,1598669271
塞达维 (Sedaví),塞达维 (Sedaví),39.4271,-0.3849,西班牙,ES,ESP,瓦伦西亚,,10349,1724655094
贡贝 (Gombe),贡贝 (Gombe),0.1811,32.1142,乌干达,UG,UGA,布塔姆巴拉,admin,15196,1800068643
奥姆斯比 (Ormesby),奥姆斯比 (Ormesby),54.5492,-1.1817,英国,GB,GBR,米德尔斯伯勒,,10714,1826125130
罕布尔 (Khānpur),罕布尔 (Khānpur),25.8572,85.9330,印度,IN,IND,比哈尔,,12066,1356667678
普林斯顿草地 (Princeton Meadows),普林斯顿草地 (Princeton Meadows),40.3347,-74.5651,美国,US,USA,新泽西,,15491,1840033474
戈尔道尔 (Ghordaur),戈尔道尔 (Ghordaur),25.7089,86.6120,印度,IN,IND,比哈尔,,13417,1356528094
诺莎,诺莎,25.5653,85.0558,印度,IN,IND,Bihar,,12551,1356841424
维森勒布勒托内,维森勒布勒托内,48.7583,2.0508,法国,FR,FRA,法兰西岛,,10921,1250010206
圣玛丽亚哈拉帕德尔马尔克斯,圣玛丽亚哈拉帕德尔马尔克斯,16.4401,-95.4434,墨西哥,MX,MEX,瓦哈卡,minor,13148,1484628971
帕拉苏姆切迪,帕拉苏姆切迪,13.5976,100.5848,泰国,TH,THA,沙没普罐,minor,13082,1764769560
拉马加达莱纳奇奇卡斯帕,拉马加达莱纳奇奇卡斯帕,19.4181,-99.3228,墨西哥,MX,MEX,墨西哥,,12193,1484790302
舒尔茨,舒尔茨,47.0167,8.6500,瑞士,CH,CHE,施维茨,admin,15181,1756270644
圣布代,圣布代,50.4033,-4.1856,英国,GB,GBR,普利茅斯,,13369,1826218483
库尔德米尔,库尔德米尔,40.3383,48.1608,阿塞拜疆,AZ,AZE,库尔德米尔,admin,15385,1031160110
布伦德尔斯ands,布伦德尔斯ands,53.4800,-3.0500,英国,GB,GBR,塞夫顿,,11514,1826007490
山地灰烬,山地灰烬,51.6814,-3.3792,英国,GB,GBR,朗达卡农塔夫,,11230,1826926732
Chandi (钱迪),Chandi (钱迪),22.3503,88.2828,印度,IN,IND,西孟加拉邦,,13332,1356146343
Rayón (拉永),Rayón (拉永),19.1481,-99.5800,墨西哥,MX,MEX,México,minor,8590,1484649015
Saint-Max (圣马克),Saint-Max (圣马克),48.7011,6.2067,法国,FR,FRA,大东部,,10019,1250606222
Cuencamé de Ceniceros (昆坎梅德塞尼塞罗斯),Cuencamé de Ceniceros (昆坎梅德塞尼塞罗斯),24.8667,-103.7000,墨西哥,MX,MEX,杜兰戈,minor,9848,1484919654
Kapchorwa (卡普乔尔瓦),Kapchorwa (卡普乔尔瓦),1.4000,34.4500,乌干达,UG,UGA,卡普科瓦,admin,12900,1800170407
Earlestown (厄尔城),Earlestown (厄尔城),53.4500,-2.6500,英国,GB,GBR,圣海伦斯,,10830,1826235843
Snaresbrook (斯纳尔斯布鲁克),Snaresbrook (斯纳尔斯布鲁克),51.5870,0.0146,英国,GB,GBR,雷德布里奇,,11868,1826731920
La Tour-de-Peilz (佩尔泽的塔),La Tour-de-Peilz (佩尔泽的塔),46.4500,6.8667,瑞士,CH,CHE,沃州,,11829,1756611497
Dzuunmod (东乌德),Dzuunmod (东乌德),47.7069,106.9494,蒙古,MN,MNG,托夫,admin,14660,1496245822
Knutsford (纳茨福德),Knutsford (纳茨福德),53.3025,-2.3708,英国,GB,GBR,切斯特东,,13259,1826240471
El Fuerte,El Fuerte,26.4214,-108.6200,墨西哥,MX,MEX,锡那罗亚,minor,12566,1484950387
卡姆尼克 (Kamnik),卡姆尼克 (Kamnik),46.2257,14.6120,斯洛文尼亚,SI,SVN,卡姆尼克,admin,13880,1705864078
戈赫 (Goh),戈赫 (Goh),24.9845,84.6498,印度,IN,IND,比哈尔,,13297,1356422757
卡德雷塔 (Cadereyta),卡德雷塔 (Cadereyta),20.7000,-99.8167,墨西哥,MX,MEX,Querétaro（克雷塔罗）,minor,13347,1484014263
卡农古 (Kanungu),卡农古 (Kanungu),-0.8969,29.7756,乌干达,UG,UGA,卡农古,admin,15056,1800715667
宗博 (Zombo),宗博 (Zombo),2.5131,30.9081,乌干达,UG,UGA,宗博,admin,15000,1800293674
圣维内拉 (Santa Venera),圣维内拉 (Santa Venera),35.8897,14.4778,马耳他,MT,MLT,圣维纳拉,admin,6932,1470983296
圣玛丽亚胡阿索洛蒂兰 (Santa María Huazolotitlán),圣玛丽亚胡阿索洛蒂兰 (Santa María Huazolotitlán),16.3041,-97.9135,墨西哥,MX,MEX,瓦哈卡,minor,11400,1484964628
圣安娜 (Santa Ana),圣安娜 (Santa Ana),9.9320,-84.1760,哥斯达黎加,CR,CRI,圣何塞,,12956,1188252548
安斯代尔 (Ainsdale),安斯代尔 (Ainsdale),53.6021,-3.0405,英国,GB,GBR,塞夫顿,,12723,1826404186
Jalpura (贾尔普拉),Jalpura (贾尔普拉),25.4862,84.7370,印度,IN,IND,比哈尔,,12621,1356041298
Kottāram (科塔兰),Kottāram (科塔兰),8.1188,77.5243,印度,IN,IND,泰米尔纳德,,13093,1356204817
Asbury Park (阿斯伯里帕克),Asbury Park (阿斯伯里帕克),40.2226,-74.0119,美国,US,USA,新泽西,,15305,1840003684
Namanga (纳米加),Namanga (纳米加),-2.5500,36.7833,肯尼亚,KE,KEN,尼亚米拉,,13193,1404000001
Saktipur (萨基普尔),Saktipur (萨基普尔),23.8640,88.1987,印度,IN,IND,西孟加拉,,13123,1356407230
Radvili?kis (拉多维什基斯),Radvili?kis (拉多维什基斯),55.8000,23.5500,立陶宛,LT,LTU,拉多维利什基斯,admin,15275,1440712589
Norridge (诺里奇),Norridge (诺里奇),41.9637,-87.8231,美国,US,USA,伊利诺伊,,15294,1840011302
Harper Woods (哈珀伍兹),Harper Woods (哈珀伍兹),42.4390,-82.9293,美国,US,USA,密歇根,,15287,1840003981
Parilla (帕里拉),Parilla (帕里拉),17.9119,-92.9175,墨西哥,MX,MEX,塔巴斯科,,10036,1484710529
Karrānah (卡拉拉),Karrānah (卡拉拉),26.2306,50.5108,巴林,BH,BHR,阿什沙姆阿里亚,,12000,1048633318
布菲克拉纳,布菲克拉纳,33.7667,-5.4833,Kingdom of Morocco,MA,MAR,非斯-梅克内斯,,12941,1504146532
马拉乌特普尔,马拉乌特普尔,25.6165,85.4685,印度,IN,IND,比哈尔,,11971,1356673491
祖宾波托克,祖宾波托克,42.9167,20.6833,科索沃,XK,XKS,祖宾波托克(Zoomin Potok),admin,15200,1901608808
圣安娜,圣安娜,30.5406,-111.1205,墨西哥,MX,MEX,索诺拉,minor,12372,1484002576
哈登山,哈登山,39.9063,-75.0625,美国,US,USA,新泽西,,15243,1840081686
伯克利,伯克利,42.4986,-83.1853,美国,US,USA,密歇根,,15234,1840002437
钱德普拉,钱德普拉,25.4966,86.2104,印度,IN,IND,比哈尔,,11905,1356083824
霍利黑德,霍利黑德,53.3090,-4.6330,英国,GB,GBR,安格尔西岛,,11431,1826382629
帕克斯顿,帕克斯顿,50.7100,-1.9500,英国,GB,GBR,丰沙里,,10779,1826119514
丰沙里,丰沙里,21.6833,102.1000,老挝,LA,LAO,Ph?ngsali,admin,15083,1418524729
Calvizzano(卡尔维扎诺),Calvizzano(卡尔维扎诺),40.9000,14.1833,意大利,IT,ITA,坎帕尼亚,,12182,1380689845
Chinsali(钦萨利),Chinsali(钦萨利),-10.5522,32.0692,赞比亚,ZM,ZMB,穆钦加,admin,15198,1894041491
Hazel Park(黑兹尔公园),Hazel Park(黑兹尔公园),42.4619,-83.0977,美国,US,USA,密歇根,,15213,1840002444
Campbelltown(坎贝尔敦),Campbelltown(坎贝尔敦),-34.0733,150.8261,澳大利亚,AU,AUS,新南威尔士州,,12566,1036474450
Las Veredas(拉斯维雷达斯),Las Veredas(拉斯维雷达斯),23.1500,-109.7000,墨西哥,MX,MEX,南下加利福尼亚州,,10478,1484096349
Sukurhutu(苏库鲁胡图),Sukurhutu(苏库鲁胡图),23.4433,85.2917,印度,IN,IND,贾坎德,,11650,1356177695
Kenmore(肯莫尔),Kenmore(肯莫尔),42.9646,-78.8713,美国,US,USA,纽约,,15207,1840004386
Wordsley(沃兹利),Wordsley(沃兹利),52.4830,-2.1500,英国,GB,GBR,达德利,,12582,1826751704
Liestal(利斯塔尔),Liestal(利斯塔尔),47.4667,7.7333,瑞士,CH,CHE,巴塞尔乡村,admin,14390,1756371637
Trbovlje(特博夫列),Trbovlje(特博夫列),46.1500,15.0500,斯洛文尼亚,SI,SVN,特博夫列,admin,13822,1705370010
埃斯昆特拉,埃斯昆特拉,15.3193,-92.6586,墨西哥,MX,MEX,Chiapas,minor,10624,1484508510
太平洋格罗夫,太平洋格罗夫,36.6188,-121.9259,美国,US,USA,加利福尼亚,,15169,1840020359
谢讷-博吉,谢讷-博吉,46.1833,6.1833,瑞士,CH,CHE,日内瓦,,12215,1756147685
帕罗,帕罗,27.4333,89.4167,不丹,BT,BTN,帕罗,admin,15000,1064216277
帕纳普尔朗加,帕纳普尔朗加,25.7230,85.2878,印度,IN,IND,比哈尔,,11478,1356404275
萨帕瓦兰,萨帕瓦兰,17.0102,82.2250,印度,IN,IND,安得拉邦,,13073,1356128297
贾索利,贾索利,26.4996,84.8171,印度,IN,IND,比哈尔,,12781,1356630186
卡尔切思,卡尔切思,53.4517,-2.5218,英国,GB,GBR,沃灵顿,,11454,1826044537
克罗默,克罗默,52.9310,1.3020,英国,GB,GBR,诺福克,,12457,1826263534
北新海德公园,北新海德公园,40.7460,-73.6876,美国,US,USA,纽约,,15125,1840005243
萨赫摩汉,萨赫摩汉,25.6325,85.9859,印度,IN,IND,比哈尔,,12939,1356048948
埃库布兰,埃库布兰,46.5276,6.5605,瑞士,CH,CHE,沃州,,12854,1756001755
自由城,自由城,-34.6333,-56.6192,乌拉圭,UY,URY,圣何塞,,11458,1858652953
莱尔马,莱尔马,19.8000,-90.6000,墨西哥,MX,MEX,坎佩切,,8971,1484035396
库辛,库辛,-30.4001,27.7002,莱索托,LS,LSO,库廷,admin,15000,1426618526
基达尔,基达尔,18.4389,1.4083,马里,ML,MLI,基达尔,admin,15086,1466444510
甘达,甘达,-20.9389,29.0186,津巴布韦,ZW,ZWE,马塔贝莱兰南,admin,14450,1716612305
西公园,西公园,25.9840,-80.1923,美国,US,USA,佛罗里达,,15074,1840016002
圣佩德罗希卡扬,圣佩德罗希卡扬,16.4167,-97.9833,墨西哥,MX,MEX,瓦哈卡,minor,12387,1484151830
马萨利,马萨利,39.0342,48.6656,阿塞拜疆,AZ,AZE,马萨利,admin,14746,1031126416
Masho Khel (马舒赫尔),Masho Khel (马舒赫尔),33.9103,71.5025,巴基斯坦,PK,PAK,Khyber Pakhtunkhwa,,12240,1586821243
Fayrōz Kōh (法尤兹科赫),Fayrōz Kōh (法尤兹科赫),34.5225,65.2517,阿富汗,AF,AFG,霍布尔帕克图尼科瓦（音译）,admin,15000,1004988038
Nalerigu (纳莱里古),Nalerigu (纳莱里古),10.5333,-0.3667,加纳,GH,GHA,Ghōr,admin,14927,1288845503
Gaurihar Khāliqnagar (高里哈尔卡利克纳加),Gaurihar Khāliqnagar (高里哈尔卡利克纳加),25.9356,85.4671,印度,IN,IND,古尔,,11481,1356507751
Leopold (利奥波德),Leopold (利奥波德),-38.1892,144.4644,澳大利亚,AU,AUS,North East,,12814,1036263278
South Farmingdale (南法明戴尔),South Farmingdale (南法明戴尔),40.7175,-73.4473,美国,US,USA,东北,,15009,1840005276
Woolton (伍尔顿),Woolton (伍尔顿),53.3740,-2.8650,英国,GB,GBR,Bihār,,12921,1826782144
Katarmāla (卡塔尔马拉),Katarmāla (卡塔尔马拉),25.5036,86.2447,印度,IN,IND,比哈尔,,12992,1356955745
Escaldes-Engordany (埃斯卡尔德斯-安戈尔丹),Escaldes-Engordany (埃斯卡尔德斯-安戈尔丹),42.5089,1.5408,安道尔,AD,AND,Victoria,admin,14521,1020008674
Leāma (莱阿马),Leāma (莱阿马),26.2140,85.9980,印度,IN,IND,维多利亚,,11553,1356631096
巴乌卡乌,巴乌卡乌,-8.4667,126.4500,东帝汶,TL,TLS,巴乌卡乌,admin,14961,1626835210
哈拉瓦,哈拉瓦,21.3753,-157.9185,美国,US,USA,夏威夷,,14990,1840029579
福雷卡里亚,福雷卡里亚,9.4300,-13.0980,几内亚,GN,GIN,金迪亚,minor,12358,1324863095
基拉马什,基拉马什,53.3205,-1.3116,英国,GB,GBR,德比郡,,9445,1826000850
西大学城,西大学城,29.7157,-95.4321,美国,US,USA,德克萨斯,,14975,1840022205
韦加德胡埃托,韦加德胡埃托,37.1500,-3.5667,西班牙,ES,ESP,安达卢西亚,,12120,1724497090
卡内格拉特,卡内格拉特,45.5667,8.9333,意大利,IT,ITA,伦巴第,,12574,1380642269
西斯阿瓦,西斯阿瓦,26.1320,87.6231,印度,IN,IND,比哈尔,,12897,1356777470
圣安德烈-莱韦尔热,圣安德烈-莱韦尔热,48.2797,4.0539,法国,FR,FRA,大东部,,12784,1250507061
哈珀博查哈,哈珀博查哈,25.5919,85.7517,印度,IN,IND,比哈尔,,12768,1356046078
Highland Park,Highland Park,40.5006,-74.4283,美国,US,USA,新泽西,,14947,1840003636
巴哈纳普尔,巴哈纳普尔,24.7153,87.9227,印度,IN,IND,西孟加拉邦,,11465,1356237076
班达古达,班达古达,17.3543,78.3853,印度,IN,IND,安得拉邦,,12734,1356134351
帕尔萨,帕尔萨,25.7721,86.1754,印度,IN,IND,比哈尔邦,,11804,1356307849
大萨康奈,大萨康奈,46.2333,6.1167,瑞士,CH,CHE,日内瓦,,12162,1756885352
采西斯,采西斯,57.3167,25.2667,拉脱维亚,LV,LVA,采西斯,admin,14815,1428840269
桑德ridge,桑德ridge,51.7808,-0.3038,英国,GB,GBR,赫特福德郡,,11451,1826504633
费尔维尤,费尔维尤,40.8182,-74.0022,美国,US,USA,新泽西,,14918,1840003549
波特安东尼奥,波特安东尼奥,18.1757,-76.4503,牙买加,JM,JAM,波特兰,admin,14816,1388024275
贝甘普尔,贝甘普尔,22.3705,88.4940,印度,IN,IND,西孟加拉邦,,12742,1356787471
耶塞尼采,耶塞尼采,46.4366,14.0602,斯洛文尼亚,SI,SVN,耶塞尼采,admin,13338,1705471403
阿伯格文尼,阿伯格文尼,51.8240,-3.0167,英国,GB,GBR,蒙茅斯郡,,12515,1826362404
埃尔门泽尔,埃尔门泽尔,33.8389,-4.5458,摩洛哥,MA,MAR,菲斯-梅克内斯,,12641,1504965368
沃索普,沃索普,53.2000,-1.1500,英国,GB,GBR,诺丁汉郡,,11999,1826909482
科提亚,科提亚,26.2750,86.0532,印度,IN,IND,比哈尔,,12311,1356006996
马拉贝拉,马拉贝拉,10.3000,-61.4500,特立尼达和多巴哥,TT,TTO,圣费尔南多,,12508,1780714221
戈洛克,戈洛克,55.9538,-4.8173,英国,GB,GBR,因弗克莱德,,10350,1826142319
查乌特拉德塔皮亚,查乌特拉德塔皮亚,18.3000,-98.6039,墨西哥,MX,MEX,普埃布拉,,11776,1484573116
奥尔顿,奥尔顿,52.4377,-1.8058,英国,GB,GBR,索利赫尔,,12167,1826454094
圣何塞西托,圣何塞西托,9.8885,-84.1055,哥斯达黎加,CR,CRI,圣何塞,,10506,1188452639
塔朱拉,塔朱拉,11.7833,42.8833,吉布提,DJ,DJI,塔朱拉,admin,14820,1262504958
蒂erra 科拉达(蒂erra 科拉达),蒂erra 科拉达(蒂erra 科拉达),17.1656,-99.5264,墨西哥,MX,MEX,格雷罗,minor,10502,1484516715
布米亚,布米亚,32.7228,-5.1053,摩洛哥,MA,MAR,德拉-塔菲拉勒特,,12444,1504947716
奥祖尔盖蒂,奥祖尔盖蒂,41.9406,41.9906,格鲁吉亚,GE,GEO,古利亚,admin,14785,1268276279
福雷斯,福雷斯,57.6080,-3.6200,英国,GB,GBR,莫雷,,10100,1826092519
怀特菲什湾,怀特菲什湾,43.1131,-87.9003,美国,US,USA,威斯康星,,14818,1840003036
艾森施塔特,艾森施塔特,47.8500,16.5167,奥地利,AT,AUT,布尔根兰,admin,14476,1040751740
班达尔(班德瓦尔),班达尔(班德瓦尔),25.5093,86.1595,印度,IN,IND,比哈尔,,12336,1356605414
赫威尔福德(赫尔福德),赫威尔福德(赫尔福德),51.8000,-4.9700,英国,GB,GBR,彭布罗克郡,,12042,1826514766
加尔·西斯艾(加尔西斯),加尔·西斯艾(加尔西斯),25.6253,85.7887,印度,IN,IND,比哈尔,,12603,1356003299
Oulad Ayyad (乌拉德阿亚德),Oulad Ayyad (乌拉德阿亚德),32.3333,-6.3833,摩洛哥,MA,MAR,贝尼迈拉勒-赫尼夫拉,,9566,1504480318
Ahirauliyā (阿希劳利亚),Ahirauliyā (阿希劳利亚),26.5091,84.7999,印度,IN,IND,比哈尔,,12448,1356049208
Villa Unión (维拉联合),Villa Unión (维拉联合),23.9667,-104.0333,墨西哥,MX,MEX,杜兰戈,minor,10753,1484796365
Belobaka (贝洛巴卡),Belobaka (贝洛巴卡),-15.6833,46.4167,马达加斯加,MG,MDG,马哈赞加,,12000,1450381333
Koog aan de Zaan (措安的库格),Koog aan de Zaan (措安的库格),52.4667,4.8000,荷兰,NL,NLD,北荷兰,,11225,1528862520
Sandown (桑德恩),Sandown (桑德恩),50.6551,-1.1541,英国,GB,GBR,怀特岛,,11868,1826580279
Bottesford (博茨福德),Bottesford (博茨福德),53.5521,-0.6714,英国,GB,GBR,北林肯郡,,11038,1826232962
Rorschach (罗尔沙赫),Rorschach (罗尔沙赫),47.4667,9.5000,瑞士,CH,CHE,圣加伦,minor,9439,1756630924
Berriozar (贝里奥萨),Berriozar (贝里奥萨),42.8361,-1.6714,西班牙,ES,ESP,纳瓦拉,,10765,1724369007
Lake Stickney (斯蒂克尼湖),Lake Stickney (斯蒂克尼湖),47.8733,-122.2582,美国,US,USA,华盛顿,,14733,1840037894
拉蓬特,拉蓬特,19.9500,-72.7833,海地,HT,HTI,西北部,,9930,1332411349
德巴,德巴,41.5250,20.5272,马其顿,MK,MKD,德巴尔,admin,14561,1807621851
索诺伊塔,索诺伊塔,31.8614,-112.8544,墨西哥,MX,MEX,索诺拉,minor,11440,1484032951
邦普拉,邦普拉,13.8247,100.4908,泰国,TH,THA,曼谷,minor,12482,1764119231
巴戈德,巴戈德,51.6900,-3.2400,英国,GB,GBR,卡菲利,,11900,1826865415
利科弗西,利科弗西,38.0667,23.7833,希腊,GR,GRC,阿提卡,,9738,1300868556
萨利达,萨利达,37.7083,-121.0842,美国,US,USA,加利福尼亚州,,14690,1840018908
普罗格雷索,普罗格雷索,32.5842,-115.5842,墨西哥,MX,MEX,下加利福尼亚州,,12557,1484104363
汉班托塔,汉班托塔,6.1244,81.1225,斯里兰卡,LK,LKA,南加州,,11213,1144358863
帕里尔,帕里尔,36.6087,-119.5434,美国,US,USA,加利福尼亚州,,14666,1840020323
贾内特,贾内特,24.5550,9.4853,阿尔及利亚,DZ,DZA,贾内特,admin,14655,1012827195
比亚索尼,比亚索尼,45.6333,9.2667,意大利,IT,ITA,伦巴第,,12164,1380356399
奥亚姆,奥亚姆,2.2350,32.3850,乌干达,UG,UGA,奥亚姆,admin,14500,1800867016
马克斯卡努,马克斯卡努,20.5833,-89.9833,墨西哥,MX,MEX,尤卡坦,minor,12621,1484052886
科阿科阿辛特拉,科阿科阿辛特拉,19.6500,-96.9333,墨西哥,MX,MEX,韦拉克鲁斯,minor,10482,1484309288
德奥达,德奥达,25.7815,86.1346,印度,IN,IND,比哈尔,,11251,1356653967
穆坦纳帕莱亚姆,穆坦纳帕莱亚姆,11.0845,77.3969,印度,IN,IND,泰米尔纳德,,12603,1356166175
马米迪帕利,马米迪帕利,17.2516,78.4521,印度,IN,IND,安得拉邦,,9236,1356380363
马古戈波波布利西翁,马古戈波波布利西翁,7.3821,125.8017,菲律宾,PH,PHL,达沃德尔北,,6726,1608255342
埃瓦海滩,埃瓦海滩,21.3181,-158.0073,美国,US,USA,夏威夷,,14614,1840029470
埃斯卡苏,埃斯卡苏,9.9160,-84.1459,哥斯达黎加,CR,CRI,",圣何塞",,11984,1188889337
霍恩海姆,霍恩海姆,48.6242,7.7547,法国,FR,FRA,大东部,,11304,1250007037
萨塔赫,萨塔赫,25.8567,85.2407,印度,IN,IND,比哈尔,,12012,1356965220
伦瑟姆,伦瑟姆,52.9663,-2.1899,英国,GB,GBR,斯塔福德郡,,11836,1826068717
纳克萨尔,纳克萨尔,35.9150,14.4447,马耳他,MT,MLT,纳克萨尔,admin,13443,1470470220
西古尔达,西古尔达,57.1500,24.8667,拉脱维亚,LV,LVA,西古尔达,admin,14539,1428703594
马尔维纳斯阿根廷,马尔维纳斯阿根廷,-31.3697,-64.0531,阿根廷,AR,ARG,科尔多瓦,,12187,1032010904
布斯安巴拉,布斯安巴拉,13.3333,-16.6667,冈比亚,GM,GMB,西海岸,,11189,1270720788
索兰迪,索兰迪,-18.9903,47.5000,马达加斯加,MG,MDG,安塔那那利佛,,11719,1450453632
丹普拉,丹普拉,25.6992,86.4716,印度,IN,IND,比哈尔,,12500,1356819972
Pincourt,Pincourt,45.3833,-73.9833,加拿大,CA,CAN,Quebec,,14558,1124637966
Cowley,Cowley,51.5280,-0.4810,英国,GB,GBR,希灵顿 (Hillingdon),,8776,1826903011
巴鲁恩乌尔特 (Baruun-Urt),巴鲁恩乌尔特 (Baruun-Urt),46.6814,113.2803,蒙古,MN,MNG,苏赫巴托 (Sühbaatar),admin,14297,1496627655
Key Biscayne,Key Biscayne,25.6908,-80.1653,美国,US,USA,佛罗里达,,14530,1840018333
阿尔罗马尼 (Ar Rommani),阿尔罗马尼 (Ar Rommani),33.5333,-6.6167,摩洛哥,MA,MAR,拉巴特-萨勒-肯尼特拉,,12297,1504782261
Kemp Mill,Kemp Mill,39.0412,-77.0215,美国,US,USA,马里兰,,14509,1840005842
Falls Church,Falls Church,38.8847,-77.1751,美国,US,USA,弗吉尼亚,,14494,1840003835
Amtala,Amtala,22.2200,88.1700,印度,IN,IND,西孟加拉,,8765,1356179828
宁加 (Ninga),宁加 (Ninga),25.4616,86.0757,印度,IN,IND,比哈尔,,11461,1356250535
Wilkinsburg,Wilkinsburg,40.4442,-79.8733,美国,US,USA,宾夕法尼亚,,14492,1840001278
Muna,Muna,20.4800,-89.7200,", 墨西哥",MX,MEX,尤卡坦,minor,11469,1484692677
斯特灵-温德尔 (Stiring-Wendel),斯特灵-温德尔 (Stiring-Wendel),49.2000,6.9292,法国,FR,FRA,大东部,,11385,1250001537
卡诺斯蒂 (Carnoustie),卡诺斯蒂 (Carnoustie),56.5010,-2.7100,英国,GB,GBR,安格斯,,11360,1826799363
莱蒙山 (Lemon Hill),莱蒙山 (Lemon Hill),38.5172,-121.4573,美国,US,USA,加利福尼亚,,14471,1840075922
托尼雷法伊 (Tonyrefail),托尼雷法伊 (Tonyrefail),51.5840,-3.4306,英国,GB,GBR,朗达·辛嫩·塔夫,,12301,1826868989
东兰乔多明格斯 (East Rancho Dominguez),东兰乔多明格斯 (East Rancho Dominguez),33.8949,-118.1956,美国,US,USA,加利福尼亚,,14462,1840028368
巴里阿尔布尔坎德 (Bariārpur Kāndh),巴里阿尔布尔坎德 (Bariārpur Kāndh),25.9391,85.4674,印度,IN,IND,比哈尔,,10924,1356689993
克拉克斯顿 (Clarkston),克拉克斯顿 (Clarkston),33.8117,-84.2403,美国,US,USA,格鲁吉亚,,14455,1840014776
布里斯林顿 (Brislington),布里斯林顿 (Brislington),51.4316,-2.5439,英国,GB,GBR,布里斯托尔,,11511,1826515115
胡塞普尔 (Husepur),胡塞普尔 (Husepur),26.4609,84.1699,印度,IN,IND,比哈尔,,11986,1356065558
乌卡尔,乌卡尔,40.5183,47.6542,Azerbaijan,AZ,AZE,乌卡尔,admin,14273,1031822434
巴拉卡拉,巴拉卡拉,25.8655,85.6834,阿塞拜疆,IN,IND,比哈尔,,12062,1356790417
比劳里,比劳里,25.7703,87.5163,India,IN,IND,比哈尔,,11916,1356606737
坎迪拉里亚,坎迪拉里亚,18.1835,-91.0463,印度,MX,MEX,坎佩切,minor,11121,1484925669
芝加哥岭,芝加哥岭,41.7034,-87.7795,Mexico,US,USA,伊利诺伊,,14413,1840010146
圣地亚哥·唐甘达皮奥,圣地亚哥·唐甘达皮奥,19.9500,-102.4333,墨西哥,MX,MEX,米却肯,minor,10463,1484550468
阿波尔,阿波尔,25.8828,84.7595,United States,IN,IND,比哈尔,,12331,1356037358
泰晤士迪顿,泰晤士迪顿,51.3890,-0.3310,美国,GB,GBR,萨里,,9400,1826658204
库德沃斯,库德沃斯,53.5784,-1.4149,Mexico,GB,GBR,巴恩斯利,,10977,1826159228
卡瓦拉蒂,卡瓦拉蒂,10.5626,72.6369,墨西哥,IN,IND,拉克沙群岛,admin,11473,1356089869
阿德摩尔,阿德摩尔,40.0033,-75.2947,美国,US,USA,宾夕法尼亚州,,14391,1840005455
威尔德斯通,威尔德斯通,51.5957,-0.3352,英国,GB,GBR,布伦特,,11394,1826291904
比尔斯费尔登,比尔斯费尔登,47.5533,7.6233,瑞士,CH,CHE,巴塞尔乡村州,,10299,1756780364
马尔萨什卡拉,马尔萨什卡拉,35.8625,14.5675,马耳他,MT,MLT,马尔萨什卡拉,admin,12134,1470808916
纽波特,纽波特,39.0856,-84.4868,美国,US,USA,肯塔基州,,14378,1840014261
北费尔奥克斯,北费尔奥克斯,37.4754,-122.2034,美国,US,USA,加利福尼亚州,,14360,1840028325
